iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_n_jobs,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,24,0.13997240066528321,0.001997690829560543,0.001878643035888672,2.545908564027789e-05,0.7,0.01,15,200,,0.9,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 15, 'n_estimators': 200, 'n_jobs': None, 'subsample': 0.9}",1.0,0.6666666666666666,0.25,0.5,0.6666666666666666,0.6166666666666666,0.2449489742783178,331
0,24,0.07395977973937988,0.0040108581172731495,0.0018246173858642578,5.061958277852964e-05,0.7,0.01,15,200,,0.1,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 15, 'n_estimators': 200, 'n_jobs': None, 'subsample': 0.1}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,1016
0,24,0.1732490062713623,0.0100123204846548,0.0018570423126220703,2.1354107476113393e-05,0.7,0.01,15,300,,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 15, 'n_estimators': 300, 'n_jobs': None, 'subsample': 0.7}",0.75,0.6666666666666666,0.25,0.75,0.6666666666666666,0.6166666666666666,0.18708286933869708,331
0,24,0.18349080085754393,0.008433209161479308,0.002272224426269531,0.0003111864502547793,0.7,0.01,15,300,,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 15, 'n_estimators': 300, 'n_jobs': None, 'subsample': 0.8}",0.5,0.6666666666666666,0.25,0.5,0.6666666666666666,0.5166666666666666,0.15275252316519466,793
0,24,0.1860048770904541,0.010320993343328515,0.002024269104003906,0.0001379913185361831,0.7,0.01,15,300,,0.9,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 15, 'n_estimators': 300, 'n_jobs': None, 'subsample': 0.9}",1.0,0.6666666666666666,0.25,0.5,0.6666666666666666,0.6166666666666666,0.2449489742783178,331
0,24,0.10314626693725586,0.0008965946959387245,0.0020122528076171875,7.269710500215663e-05,0.7,0.01,15,300,,0.1,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 15, 'n_estimators': 300, 'n_jobs': None, 'subsample': 0.1}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,1016
0,24,0.4403377532958984,0.015774685702256652,0.0030352592468261717,0.002261789531206416,0.7,0.01,15,1000,,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 15, 'n_estimators': 1000, 'n_jobs': None, 'subsample': 0.7}",1.0,0.6666666666666666,0.5,0.5,0.6666666666666666,0.6666666666666666,0.18257418583505536,172
0,24,0.4446904182434082,0.01611702301245896,0.0020829200744628905,0.0001476114562311316,0.7,0.01,15,1000,,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 15, 'n_estimators': 1000, 'n_jobs': None, 'subsample': 0.8}",1.0,0.6666666666666666,0.25,0.5,0.6666666666666666,0.6166666666666666,0.2449489742783178,331
0,24,0.4392543315887451,0.020533140586536828,0.002102041244506836,0.00017029994610106558,0.7,0.01,15,1000,,0.9,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 15, 'n_estimators': 1000, 'n_jobs': None, 'subsample': 0.9}",1.0,0.6666666666666666,0.25,0.75,0.6666666666666666,0.6666666666666666,0.24152294576982397,172
0,24,0.3346045970916748,0.00527952965584605,0.0019351959228515625,8.834236829468348e-06,0.7,0.01,15,1000,,0.1,"{'colsample_bytree': 0.7, 'learning_rate': 0.01, 'max_depth': 15, 'n_estimators': 1000, 'n_jobs': None, 'subsample': 0.1}",0.5,0.5,0.5,0.5,0.5,0.5,0.0,1016
0,24,0.04795675277709961,0.0027835068217086857,0.0017834186553955078,4.51314216143812e-05,0.7,0.1,3,100,,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'n_jobs': None, 'subsample': 0.7}",0.75,0.3333333333333333,0.5,0.75,1.0,0.6666666666666666,0.22973414586817037,172
0,24,0.04715685844421387,0.0017333462629747776,0.001800680160522461,9.283763537138996e-06,0.7,0.1,3,100,,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'n_jobs': None, 'subsample': 0.8}",0.75,0.3333333333333333,0.25,0.5,1.0,0.5666666666666667,0.27588242262078083,524
0,24,0.04736652374267578,0.0015997503591576078,0.0023086071014404297,0.00041362373433249044,0.7,0.1,3,100,,0.9,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'n_jobs': None, 'subsample': 0.9}",1.0,0.6666666666666666,0.5,0.75,0.6666666666666666,0.7166666666666666,0.16329931618554522,48
